Plateau_Locations,LAT,LON,ALT,Context,label,score,label_numeric
Chambon-sur-Lignon,45.06081,4.302941,961,"ook us to a 
place. It's called Les Tavas, which is, there were maybe four farms. That 
was the whole village, four or five farms.

It was part of Le Chambon-sur-Lignon. And Le Chambon-sur-Lignon has 
become famous because a Frenchman named Pierre Sauvage made a video 
called The Weapons of the Spirit. And Le Chambon",neutral,0.6634312272071838,4
Chambon-sur-Lignon,45.06081,4.302941,961,"lled Les Tavas, which is, there were maybe four farms. That 
was the whole village, four or five farms.

It was part of Le Chambon-sur-Lignon. And Le Chambon-sur-Lignon has 
become famous because a Frenchman named Pierre Sauvage made a video 
called The Weapons of the Spirit. And Le Chambon-sur-Lignon was an area 
wh",neutral,0.41077879071235657,4
Chambon-sur-Lignon,45.06081,4.302941,961,"-Lignon. And Le Chambon-sur-Lignon has 
become famous because a Frenchman named Pierre Sauvage made a video 
called The Weapons of the Spirit. And Le Chambon-sur-Lignon was an area 
where Huguenots saved, I think it was 2,000 Jews lived there.

The place was swarming with Germans, and the Germans never touched a Jew.",fear,0.389034629,2
Chambon-sur-Lignon,45.06081,4.302941,961,"ways give people excuses for whatever I do.

And it was from that woman. She always said, you know, give the other 
cheek, such things.
﻿I came to Le Chambon-sur-Lignon in October.  I was in Le 
Chambon-sur-Lignon from October 1941 until the end of 1944 or the 
beginning 1945 and initiated my work in Le Chambon-sur-L",neutral,0.4908592700958252,4
Chambon-sur-Lignon,45.06081,4.302941,961,"And it was from that woman. She always said, you know, give the other 
cheek, such things.
﻿I came to Le Chambon-sur-Lignon in October.  I was in Le 
Chambon-sur-Lignon from October 1941 until the end of 1944 or the 
beginning 1945 and initiated my work in Le Chambon-sur-Lignon. As a 
teacher, I had always been geare",joy,0.4277791976928711,3
Chambon-sur-Lignon,45.06081,4.302941,961,"on-sur-Lignon in October.  I was in Le 
Chambon-sur-Lignon from October 1941 until the end of 1944 or the 
beginning 1945 and initiated my work in Le Chambon-sur-Lignon. As a 
teacher, I had always been geared toward peace service.  I had definite 
problems with military duty, and was supposed to have other opportuni",fear,0.713757336,2
Chambon-sur-Lignon,45.06081,4.302941,961,"country. I was, therefore, very happy to take on this work 
and was able to work actively and positively for my country. 
 
Then the work began in Le Chambon-sur-Lignon.  Should I simply give you 
the chronology, how this proceeded?  We began to set up the second home 
in October.  One home, ""La Guespy"" had already b",joy,0.9904184937477112,3
Chambon-sur-Lignon,45.06081,4.302941,961,"e, ""La Guespy"" had already been completed on May 16, 
1941.  This home was established through the initiative of Pastor Trocmé, 
the minister from Le Chambon-sur-Lignon.  He wanted to do something for 
the children who were interned.  He had heard that the children and youth 
had to be in the camps, and he together w",sadness,0.29184144735336304,5
Chambon-sur-Lignon,45.06081,4.302941,961,"d. The first 
home was opened by CIMAD and the Secours Suisse aux Enfants.  CIMAD was 
able to liberate 16 young people from Gurs and they came to Le Chambon-sur-Lignon.  
Le Chambon-sur-Lignon had a college named Cévenol, and so 
the young people were able to carry on their studies.  That was the 
reason for buildin",joy,0.8189870119094849,3
Chambon-sur-Lignon,45.06081,4.302941,961,"ened by CIMAD and the Secours Suisse aux Enfants.  CIMAD was 
able to liberate 16 young people from Gurs and they came to Le Chambon-sur-Lignon.  
Le Chambon-sur-Lignon had a college named Cévenol, and so 
the young people were able to carry on their studies.  That was the 
reason for building the home.  The home was",joy,0.7851405143737793,3
Chambon-sur-Lignon,45.06081,4.302941,961," rooms because there was no alternative.  Nevertheless, we 
were able to withstand the winter quite well.  There were times when we 
were cut off, Le Chambon-sur-Lignon is about 1000 meters high, on a high 
plateau, and it is often very cold in winter and has a lot of snow.  This 
was the place, as my wife had alread",fear,0.5399572253227234,2
Chambon-sur-Lignon,45.06081,4.302941,961," I had to leave the home for a 
while.  There was also a Swiss nurse who worked there and I left her 
alone at the home. Afterwards, I returned to Le Chambon-sur-Lignon. I 
continued to resist and the total willingness on the part of the 
population was so great - we always had good relations with Pastor 
Trocmé.  He",anger,0.31095200777053833,0
Chambon-sur-Lignon,45.06081,4.302941,961,"  That is, the 
children's aid society provided the financing, had the responsibility, 
chose the children, and so we had a fairly large center in Le Chambon-sur-Lignon.  
At the end we had around 200 children in the village. That was the situation. 

Now in 1942, the persecutions began, and we experienced them as we",fear,0.7515608072280884,2
Chambon-sur-Lignon,45.06081,4.302941,961,"ell.  
There was a demonstration by the students from the College Cévenol 
against the French Youth Minister, (Georges) Lamirand, who had come to 
Le Chambon-sur-Lignon on August 15.  They handed him a protest letter and 
the church ministers also gave him a letter voicing their concerns that 
the young people were n",anger,0.824434757,0
Chambon-sur-Lignon,45.06081,4.302941,961,"ust 15, and a week later the Prefect des 
Departements, an Alsatian Protestant, perhaps for that reason he had 
more consideration with Protestant Le Chambon-sur-Lignon, no one knows 
for sure. He came and visited our home.  We repeated how concerned we 
were about our children.  He reassured us that it was just abou",fear,0.8860213160514832,2
Chambon-sur-Lignon,45.06081,4.302941,961,"the house search was a French Colonel from Corsica and the Chef de La 
Sûreté des Departements.    
 
So, the two chief officers led the action in Le Chambon-sur-Lignon and 
they now ascertained that the children's papers were in order.  We always 
had papers that were accepted by the Mairie, that is, by the mayor's ",fear,0.4281618595123291,2
Chambon-sur-Lignon,45.06081,4.302941,961,"citizenry under the guidance of 
the wife of André Philip, the later d'Ecole Minister of Interior.   
 
She was responsible for organizing this in Le Chambon-sur-Lignon and that 
was nice. The entire village worked together.  We did a little, but the 
citizenry participated and that pleased us.  It was a real experie",joy,0.9789649844169617,3
Chambon-sur-Lignon,45.06081,4.302941,961,"me along, tapped him on the 
shoulder, and told him he had to search the area.  He apparently thought 
the student didn't quite look like a native of Chambon-sur-Lignon and 
that perhaps he was a Jewish refugee and he wanted to give him the chance 
to get away.  This showed that there were individuals here and there,",fear,0.4274598956108093,2
Chambon-sur-Lignon,45.06081,4.302941,961," Guespy (one of the homes).  They had taken Mr. 
Steckler to Le Puy, but on the second day, I was able to free him in Le 
Puy and take him back to Le Chambon-sur-Lignon.  That was a victory for 
us, for all who had stood up for the refugees, for the children, but also 
the adults, and a common victory for the work of",joy,0.6718588471412659,3
Chambon-sur-Lignon,45.06081,4.302941,961," during the summer vacations from St. Etienne.  
Then, during the Spanish Civil War, they took in Spanish refugees.  It 
had become a tradition in Le Chambon-sur-Lignon, and for that reason we 
were able to carry out this mission together.  The further expansion, 
that the Swiss Red Cross, Children's Aid, as it was c",joy,0.5838870406150818,3
Chambon-sur-Lignon,45.06081,4.302941,961,"ere able to carry out this mission together.  The further expansion, 
that the Swiss Red Cross, Children's Aid, as it was called in 1942, came 
to Le Chambon-sur-Lignon, was thanks to Pastor (André) Trocmé.  He looked 
beyond France's borders, had connections to the American Quakers, to 
Swedish aid organizations, to",joy,0.5526524186134338,3
Chambon-sur-Lignon,45.06081,4.302941,961,"ad connections to the American Quakers, to 
Swedish aid organizations, to the reconciliation alliance, to the YMCA.  
That was also represented in Le Chambon-sur-Lignon.  Pastor Trocmé made 
connections with the Swiss aid society and extended that.  And so, the 
aid society went beyond the local and national and that",neutral,0.365977019,4
Chambon-sur-Lignon,45.06081,4.302941,961," not alone.  The others will 
also come and help us.""  And that is the complete background, the total 
atmosphere in which we were able to operate in Chambon-sur-Lignon in this 
manner. 
 
It's always the case with all organizations; they need personalities that 
form them.  The organization is a crude, bad chess aff",disgust,0.5323708057403564,1
Chambon-sur-Lignon,45.06081,4.302941,961,"with them, and that did 
perhaps shape them to some extent. There were communities there as well, 
in various areas, perhaps not so spectacular as in Chambon-sur-Lignon. 

Something came together there.  At the time there were about 28 
children's homes up there.  There is a special climate there that 
contributed so",neutral,0.32072511315345764,4
Chambon-sur-Lignon,45.06081,4.302941,961,"
had been beaten, he had blue marks, and I saw that.  Mrs. Forestier 
spent about ten or 15 minutes with her husband, and then we all returned 
to Le Chambon-sur-Lignon.  That was shortly, I know it was a week or ten 
days, before the liberation.    

Le Puy was liberated on August 19, 1944, and just before and short",fear,0.4415533244609833,2
Chambon-sur-Lignon,45.06081,4.302941,961,"e there for 
that, and on another occasion, during a punitive action by German troops.  
They had come from Valence and were about 40 kilometers from Chambon-sur-Lignon 
with a small tank group, and already they had begun shooting at 
houses.  We worried about the children, and we got together in the 
village, what s",fear,0.8661041259765625,2
Chambon-sur-Lignon,45.06081,4.302941,961,"t the children, and we got together in the 
village, what should we do?  I still remember the date, it was July 9, 
1944.  We decided to designate Le Chambon-sur-Lignon as an open city for 
children.   

That was made evident by the large number of children's homes, so we 
could declare the city as an open city.  The",fear,0.4769010841846466,2
Chambon-sur-Lignon,45.06081,4.302941,961,"ber of children's homes, so we 
could declare the city as an open city.  Then I also pointed out that 
legally, the Resistance troops had to leave Le Chambon-sur-Lignon during 
this time.  It wouldn't do to come up against an armed Maquis fighter in 
an open city.  This was slowly agreed, and then as a representative",neutral,0.41294542,4
Chambon-sur-Lignon,45.06081,4.302941,961,"g in order to negotiate.  
Fortunately, it was unnecessary since the entire column (of troops) 
turned around and went back some 30 kilometers before Chambon-sur-Lignon.  
These were some of the common experiences, aid actions and people 
involving Pastor Trocmé. 

Faïdoli, yes, oh, that's difficult now to sing.  You",fear,0.7776692509651184,2
Chambon-sur-Lignon,45.06081,4.302941,961,"'Amité,' that we always 
sang. And that was our background, and we tried to pass that on to the 
children.  There were about 800 children who were in Chambon-sur-Lignon 
between 1941 and 1944 and who took something with them from their 
experiences in Chambon-sur-Lignon.  So, that was something about this 
period.  T",neutral,0.7774707674980164,4
Chambon-sur-Lignon,45.06081,4.302941,961,"ren.  There were about 800 children who were in Chambon-sur-Lignon 
between 1941 and 1944 and who took something with them from their 
experiences in Chambon-sur-Lignon.  So, that was something about this 
period.  Thank you. 

I spoke earlier about the 25th of August in Le Chambon-sur-Lignon, 
""L'Abric.""  That was a",joy,0.5676440596580505,3
Chambon-sur-Lignon,45.06081,4.302941,961,"om their 
experiences in Chambon-sur-Lignon.  So, that was something about this 
period.  Thank you. 

I spoke earlier about the 25th of August in Le Chambon-sur-Lignon, 
""L'Abric.""  That was a spectacular action for us, and we were happy about 
that, but we were still worried.  We were very careful, and organized an",fear,0.5566633343696594,2
Chambon-sur-Lignon,45.06081,4.302941,961,"d him, and then taken him 
through the demarcation line as a deaf-mute nephew.  She learned that it 
might be possible to find work and lodging in Le Chambon-sur-Lignon, and 
they eventually came to us through the pastor.  We needed a cook, and the 
young man worked for us as a handyman.  He did housework, shopped fo",neutral,0.3506111800670624,4
Chambon-sur-Lignon,45.06081,4.302941,961," in the right direction and 
that we were able to prevent a deportation.  This was true both for my 
wife in Rivesaltes as well as for us later in Le Chambon-sur-Lignon.  The 
number, how many, is difficult to say, but at the time, there, we could 
realize that they remained here because of our help.  What else? 

Th",neutral,0.33831316232681274,4
Chambon-sur-Lignon,45.06081,4.302941,961," action.  The OSE (French-Jewish Humanitarian 
Organization) also worked up there, and many helped. I was a 
'Chambonnais' there.  I was a part of Le Chambon-sur-Lignon, someone who 
had achieved something special. 
﻿I was born Michele Cahen, in Paris, France, 1932, May 21st.

It wasn't in a sense of escape, but as I",joy,0.6244382858276367,3
Chambon-sur-Lignon,45.06081,4.302941,961,"arting that summer after I left my grandparents' 
home, someone put my parents on to a little town about 60 kilometers 
above Saint-Étienne, named Le Chambon-sur-Lignon. Now to this day, 
Le Chambon-sur-Lignon has a kind of mythic life because it was the one place 
where hundreds of little Jewish children were hidden",fear,0.8206399083137512,2
Chambon-sur-Lignon,45.06081,4.302941,961,"arents' 
home, someone put my parents on to a little town about 60 kilometers 
above Saint-Étienne, named Le Chambon-sur-Lignon. Now to this day, 
Le Chambon-sur-Lignon has a kind of mythic life because it was the one place 
where hundreds of little Jewish children were hidden and protected by the 
Protestant communi",fear,0.6855931878089905,2
